# ENERGY SUPPLY GROUP 28,
# Wind park in Luxemburg with 140 turbines.,
#,
# time [s], power [MW]
3154500,7.388537
3155400,7.388537
3156300,4.768612
3157200,4.768612
3158100,2.307419
3159000,0
3159900,0
3160800,0
3161700,0
3162600,0
3163500,0
3164400,0
3165300,0
3166200,0
3167100,0
3168000,0
3168900,0
3169800,0
3170700,0
3171600,0
3172500,0
3173400,0
3174300,0
3175200,0
3176100,0
3177000,0
3177900,0
3178800,0
3179700,0
3180600,0
3181500,0
3182400,0
3183300,0
3184200,0
3185100,0
3186000,0
3186900,0
3187800,0
3188700,0
3189600,0
3190500,2.307419
3191400,2.307419
3192300,4.768612
3193200,4.768612
3194100,4.768612
3195000,4.768612
3195900,4.768612
3196800,13.12443
3197700,13.12443
3198600,13.12443
3199500,16.250318
3200400,16.250318
3201300,16.250318
3202200,19.554781
3203100,19.554781
3204000,19.554781
3204900,23.042779
3205800,23.042779
3206700,26.719273
3207600,30.589223
3208500,34.657589
3209400,34.657589
3210300,38.929333
3211200,43.409414
3212100,43.409414
3213000,43.409414
3213900,48.102793
3214800,48.102793
3215700,43.409414
3216600,43.409414
3217500,43.409414
3218400,43.409414
3219300,38.929333
3220200,34.657589
3221100,34.657589
3222000,30.589223
3222900,34.657589
3223800,34.657589
3224700,34.657589
3225600,38.929333
3226500,34.657589
3227400,34.657589
3228300,34.657589
3229200,30.589223
3230100,34.657589
3231000,34.657589
3231900,34.657589
3232800,38.929333
3233700,38.929333
3234600,38.929333
3235500,38.929333
3236400,43.409414
3237300,43.409414
3238200,43.409414
3239100,48.102793
3240000,48.102793
3240900,48.102793
3241800,48.102793
3242700,48.102793
3243600,43.409414
3244500,43.409414
3245400,38.929333
3246300,38.929333
3247200,34.657589
3248100,34.657589
3249000,30.589223
3249900,26.719273
3250800,26.719273
3251700,23.042779
3252600,23.042779
3253500,23.042779
3254400,19.554781
3255300,23.042779
3256200,26.719273
3257100,30.589223
3258000,34.657589
3258900,38.929333
3259800,38.929333
3260700,43.409414
3261600,43.409414
3262500,43.409414
3263400,43.409414
3264300,43.409414
3265200,48.102793
3266100,43.409414
3267000,38.929333
3267900,38.929333
3268800,34.657589
3269700,34.657589
3270600,30.589223
3271500,30.589223
3272400,26.719273
3273300,26.719273
3274200,26.719273
3275100,26.719273
3276000,23.042779
3276900,23.042779
3277800,23.042779
3278700,26.719273
3279600,26.719273
3280500,26.719273
3281400,26.719273
3282300,26.719273
3283200,26.719273
3284100,26.719273
3285000,26.719273
3285900,26.719273
3286800,26.719273
3287700,26.719273
3288600,26.719273
3289500,26.719273
3290400,23.042779
3291300,23.042779
3292200,19.554781
3293100,19.554781
3294000,16.250318
3294900,19.554781
3295800,19.554781
3296700,19.554781
3297600,23.042779
3298500,23.042779
3299400,23.042779
3300300,26.719273
3301200,26.719273
3302100,30.589223
3303000,34.657589
3303900,34.657589
3304800,38.929333
3305700,43.409414
3306600,43.409414
3307500,48.102793
3308400,53.01443
3309300,53.01443
3310200,53.01443
3311100,53.01443
3312000,53.01443
3312900,58.149286
3313800,58.149286
3314700,58.149286
3315600,63.51232
3316500,69.108495
3317400,74.942769
3318300,74.942769
3319200,81.020103
3320100,87.345458
3321000,87.345458
3321900,87.345458
3322800,87.345458
3323700,87.345458
3324600,87.345458
3325500,93.923795
3326400,93.923795
3327300,93.923795
3328200,93.923795
3329100,100.760073
3330000,100.760073
3330900,100.760073
3331800,107.859253
3332700,115.226295
3333600,115.226295
3334500,115.226295
3335400,115.226295
3336300,115.226295
3337200,115.226295
3338100,115.226295
3339000,115.226295
3339900,115.226295
3340800,115.226295
3341700,122.86616
3342600,130.783808
3343500,138.9842
3344400,138.9842
3345300,147.472296
3346200,147.472296
3347100,147.472296
3348000,156.253056
3348900,156.253056
3349800,156.253056
3350700,156.253056
3351600,156.253056
3352500,156.253056
3353400,165.331442
3354300,165.331442
3355200,165.331442
3356100,165.331442
3357000,174.712412
3357900,174.712412
3358800,184.400928
3359700,184.400928
3360600,194.401951
3361500,194.401951
3362400,204.720439
3363300,204.720439
3364200,204.720439
3365100,215.361355
3366000,215.361355
3366900,215.361355
3367800,215.361355
3368700,215.361355
3369600,249.268269
3370500,249.268269
3371400,249.268269
3372300,249.268269
3373200,249.268269
3374100,249.268269
3375000,249.268269
3375900,249.268269
3376800,249.268269
3377700,237.630309
3378600,237.630309
3379500,226.329658
3380400,226.329658
3381300,226.329658
3382200,226.329658
3383100,226.329658
3384000,226.329658
3384900,226.329658
3385800,215.361355
3386700,215.361355
3387600,215.361355
3388500,226.329658
3389400,226.329658
3390300,237.630309
3391200,237.630309
3392100,249.268269
3393000,249.268269
3393900,249.268269
3394800,249.268269
3395700,249.268269
3396600,261.248496
3397500,261.248496
3398400,261.248496
3399300,261.248496
3400200,273.575953
3401100,273.575953
3402000,286.255599
3402900,286.255599
3403800,286.255599
3404700,286.255599
3405600,286.255599
3406500,286.255599
3407400,286.255599
3408300,273.575953
3409200,273.575953
3410100,273.575953
3411000,273.575953
3411900,273.575953
3412800,273.575953
3413700,273.575953
3414600,261.248496
3415500,249.268269
3416400,249.268269
3417300,237.630309
3418200,226.329658
3419100,215.361355
3420000,204.720439
3420900,194.401951
3421800,184.400928
3422700,165.331442
3423600,156.253056
3424500,138.9842
3425400,130.783808
3426300,115.226295
3427200,107.859253
3428100,93.923795
3429000,87.345458
3429900,81.020103
3430800,74.942769
3431700,63.51232
3432600,58.149286
3433500,53.01443
3434400,43.409414
3435300,43.409414
3436200,38.929333
3437100,34.657589
3438000,34.657589
3438900,34.657589
3439800,34.657589
3440700,34.657589
3441600,34.657589
3442500,34.657589
3443400,34.657589
3444300,38.929333
3445200,38.929333
3446100,34.657589
3447000,34.657589
3447900,34.657589
3448800,30.589223
3449700,30.589223
3450600,30.589223
3451500,34.657589
3452400,34.657589
3453300,34.657589
3454200,34.657589
3455100,34.657589
3456000,48.102793
3456900,53.01443
3457800,58.149286
3458700,63.51232
3459600,69.108495
3460500,81.020103
3461400,87.345458
3462300,100.760073
3463200,115.226295
3464100,130.783808
3465000,147.472296
3465900,165.331442
3466800,184.400928
3467700,194.401951
3468600,215.361355
3469500,226.329658
3470400,249.268269
3471300,249.268269
3472200,249.268269
3473100,249.268269
3474000,261.248496
3474900,261.248496
3475800,273.575953
3476700,286.255599
3477600,299.292395
3478500,299.292395
3479400,299.292395
3480300,312.691301
3481200,312.691301
3482100,326.457278
3483000,355.110286
3483900,370.007237
3484800,385.291101
3485700,400.966838
3486600,417.039407
3487500,417.039407
3488400,433.51377
3489300,433.51377
3490200,433.51377
3491100,433.51377
3492000,433.51377
3492900,433.51377
3493800,433.51377
3494700,433.51377
3495600,450.394888
3496500,417.039407
3497400,385.291101
3498300,355.110286
3499200,326.457278
3500100,299.292395
3501000,261.248496
3501900,237.630309
3502800,204.720439
3503700,194.401951
3504600,184.400928
3505500,174.712412
3506400,165.331442
3507300,174.712412
3508200,184.400928
3509100,194.401951
3510000,204.720439
3510900,237.630309
3511800,261.248496
3512700,299.292395
3513600,340.595286
3514500,340.595286
3515400,355.110286
3516300,370.007237
3517200,370.007237
3518100,370.007237
3519000,355.110286
3519900,355.110286
3520800,355.110286
3521700,355.110286
3522600,355.110286
3523500,355.110286
3524400,355.110286
3525300,355.110286
3526200,355.110286
3527100,355.110286
3528000,355.110286
3528900,355.110286
3529800,340.595286
3530700,340.595286
3531600,340.595286
3532500,326.457278
3533400,312.691301
3534300,299.292395
3535200,286.255599
3536100,286.255599
3537000,273.575953
3537900,261.248496
3538800,249.268269
3539700,249.268269
3540600,249.268269
3541500,249.268269
3542400,204.720439
3543300,194.401951
3544200,174.712412
3545100,165.331442
3546000,156.253056
3546900,147.472296
3547800,138.9842
3548700,130.783808
3549600,122.86616
3550500,115.226295
3551400,107.859253
3552300,100.760073
3553200,93.923795
3554100,87.345458
3555000,81.020103
3555900,74.942769
3556800,69.108495
3557700,63.51232
3558600,58.149286
3559500,53.01443
3560400,48.102793
3561300,43.409414
3562200,38.929333
3563100,34.657589
3564000,34.657589
3564900,34.657589
3565800,30.589223
3566700,30.589223
3567600,30.589223
3568500,34.657589
3569400,38.929333
3570300,38.929333
3571200,43.409414
3572100,48.102793
3573000,48.102793
3573900,48.102793
3574800,53.01443
3575700,53.01443
3576600,58.149286
3577500,63.51232
3578400,63.51232
3579300,69.108495
3580200,69.108495
3581100,69.108495
3582000,74.942769
3582900,74.942769
3583800,74.942769
3584700,74.942769
3585600,74.942769
3586500,74.942769
3587400,74.942769
3588300,74.942769
3589200,74.942769
3590100,69.108495
3591000,63.51232
3591900,58.149286
3592800,53.01443
3593700,38.929333
3594600,26.719273
3595500,16.250318
3596400,7.388537
3597300,2.307419
3598200,0
3599100,0
3600000,0
3600900,0
3601800,0
3602700,0
3603600,0
3604500,0
3605400,0
3606300,0
3607200,0
3608100,0
3609000,0
3609900,0
3610800,0
3611700,0
3612600,0
3613500,0
3614400,0
3615300,0
3616200,0
3617100,0
3618000,0
3618900,0
3619800,0
3620700,0
3621600,0
3622500,0
3623400,0
3624300,0
3625200,0
3626100,0
3627000,0
3627900,0
3628800,0
3629700,0
3630600,0
3631500,0
3632400,0
3633300,0
3634200,0
3635100,0
3636000,0
3636900,0
3637800,0
3638700,0
3639600,0
3640500,0
3641400,0
3642300,0
3643200,0
3644100,0
3645000,0
3645900,0
3646800,0
3647700,0
3648600,0
3649500,0
3650400,0
3651300,0
3652200,0
3653100,0
3654000,0
3654900,0
3655800,0
3656700,0
3657600,0
3658500,0
3659400,0
3660300,0
3661200,0
3662100,0
3663000,0
3663900,0
3664800,0
3665700,0
3666600,0
3667500,0
3668400,0
3669300,0
3670200,0
3671100,0
3672000,0
3672900,0
3673800,0
3674700,0
3675600,0
3676500,0
3677400,0
3678300,0
3679200,0
3680100,0
3681000,0
3681900,0
3682800,0
3683700,0
3684600,0
3685500,0
3686400,0
3687300,0
3688200,0
3689100,0
3690000,0
3690900,0
3691800,0
3692700,0
3693600,0
3694500,0
3695400,0
3696300,0
3697200,0
3698100,0
3699000,0
3699900,0
3700800,0
3701700,0
3702600,0
3703500,0
3704400,0
3705300,0
3706200,0
3707100,0
3708000,0
3708900,0
3709800,0
3710700,0
3711600,0
3712500,0
3713400,0
3714300,0
3715200,0
3716100,0
3717000,0
3717900,0
3718800,0
3719700,0
3720600,0
3721500,0
3722400,0
3723300,0
3724200,0
3725100,0
3726000,0
3726900,0
3727800,0
3728700,0
3729600,0
3730500,0
3731400,0
3732300,0
3733200,0
3734100,0
3735000,0
3735900,0
3736800,0
3737700,0
3738600,0
3739500,0
3740400,0
3741300,0
3742200,0
3743100,0
3744000,0
3744900,0
3745800,0
3746700,0
3747600,0
3748500,0
3749400,0
3750300,0
3751200,0
3752100,0
3753000,0
3753900,0
3754800,0
3755700,0
3756600,0
3757500,0
3758400,0
3759300,0
3760200,0
3761100,0
3762000,0
3762900,0
3763800,0
3764700,0
3765600,0
3766500,0
3767400,0
3768300,0
3769200,0
3770100,0
3771000,0
3771900,0
3772800,0
3773700,0
3774600,0
3775500,0
3776400,0
3777300,0
3778200,0
3779100,0
3780000,0
3780900,0
3781800,0
3782700,0
3783600,0
3784500,0
3785400,0
3786300,0
3787200,0
3788100,0
3789000,0
3789900,0
3790800,0
3791700,0
3792600,0
3793500,0
3794400,0
3795300,0
3796200,0
3797100,0
3798000,0
3798900,0
3799800,0
3800700,0
3801600,0
3802500,0
3803400,0
3804300,0
3805200,0
3806100,0
3807000,0
3807900,0
3808800,0
3809700,0
3810600,0
3811500,0
3812400,0
3813300,0
3814200,0
3815100,0
3816000,0
3816900,0
3817800,0
3818700,0
3819600,0
3820500,0
3821400,0
3822300,0
3823200,0
3824100,0
3825000,0
3825900,0
3826800,0
3827700,0
3828600,0
3829500,0
3830400,0
3831300,0
3832200,0
3833100,0
3834000,0
3834900,0
3835800,0
3836700,0
3837600,0
3838500,0
3839400,0
3840300,0
3841200,0
3842100,0
3843000,0
3843900,0
3844800,0
3845700,0
3846600,0
3847500,0
3848400,0
3849300,0
3850200,0
3851100,0
3852000,0
3852900,0
3853800,0
3854700,0
3855600,0
3856500,0
3857400,0
3858300,0
3859200,0
3860100,0
3861000,0
3861900,0
3862800,0
3863700,0
3864600,0
3865500,0
3866400,0
3867300,0
3868200,0
3869100,0
3870000,0
3870900,0
3871800,0
3872700,0
3873600,0
3874500,0
3875400,0
3876300,0
3877200,0
3878100,0
3879000,0
3879900,0
3880800,0
3881700,0
3882600,0
3883500,0
3884400,0
3885300,0
3886200,0
3887100,0
3888000,0
3888900,0
3889800,0
3890700,0
3891600,0
3892500,0
3893400,0
3894300,0
3895200,0
3896100,0
3897000,0
3897900,0
3898800,0
3899700,0
3900600,0
3901500,0
3902400,0
3903300,0
3904200,0
3905100,0
3906000,0
3906900,0
3907800,0
3908700,0
3909600,0
3910500,0
3911400,0
3912300,0
3913200,0
3914100,0
3915000,0
3915900,0
3916800,0
3917700,0
3918600,0
3919500,0
3920400,0
3921300,0
3922200,0
3923100,0
3924000,0
3924900,0
3925800,0
3926700,0
3927600,0
3928500,0
3929400,0
3930300,0
3931200,0
3932100,0
3933000,0
3933900,0
3934800,0
3935700,0
3936600,0
3937500,0
3938400,0
3939300,0
3940200,0
3941100,0
3942000,0
3942900,0
3943800,0
3944700,0
3945600,0
3946500,0
3947400,0
3948300,0
3949200,0
3950100,0
3951000,0
3951900,0
3952800,0
3953700,0
3954600,0
3955500,0
3956400,0
3957300,0
3958200,0
3959100,0
3960000,0
3960900,0
3961800,0
3962700,0
3963600,0
3964500,0
3965400,0
3966300,0
3967200,0
3968100,0
3969000,0
3969900,0
3970800,0
3971700,0
3972600,0
3973500,0
3974400,0
3975300,0
3976200,0
3977100,0
3978000,0
3978900,0
3979800,0
3980700,0
3981600,0
3982500,0
3983400,0
3984300,0
3985200,0
3986100,0
3987000,0
3987900,0
3988800,0
3989700,0
3990600,0
3991500,0
3992400,0
3993300,0
3994200,0
3995100,0
3996000,0
3996900,0
3997800,0
3998700,0
3999600,0
4000500,0
4001400,0
4002300,0
4003200,0
4004100,0
4005000,0
4005900,0
4006800,0
4007700,0
4008600,0
4009500,0
4010400,0
4011300,0
4012200,0
4013100,0
4014000,0
4014900,0
4015800,0
4016700,0
4017600,0
4018500,0
4019400,0
4020300,0
4021200,0
4022100,0
4023000,0
4023900,0
4024800,0
4025700,0
4026600,0
4027500,0
4028400,0
4029300,0
4030200,0
4031100,0
4032000,0
4032900,0
4033800,0
4034700,0
4035600,0
4036500,0
4037400,0
4038300,0
4039200,0
4040100,0
4041000,0
4041900,0
4042800,0
4043700,0
4044600,0
4045500,0
4046400,0
4047300,0
4048200,0
4049100,0
4050000,0
4050900,0
4051800,0
4052700,0
4053600,0
4054500,0
4055400,0
4056300,0
4057200,0
4058100,0
4059000,0
4059900,0
4060800,0
4061700,0
4062600,0
4063500,0
4064400,0
4065300,0
4066200,0
4067100,0
4068000,0
4068900,0
4069800,0
4070700,0
4071600,0
4072500,0
4073400,0
4074300,0
4075200,0
4076100,0
4077000,0
4077900,0
4078800,0
4079700,0
4080600,0
4081500,0
4082400,0
4083300,0
4084200,0
4085100,0
4086000,0
4086900,2.307419
4087800,4.768612
4088700,7.388537
4089600,10.172157
4090500,10.172157
4091400,10.172157
4092300,10.172157
4093200,13.12443
4094100,13.12443
4095000,16.250318
4095900,16.250318
4096800,19.554781
4097700,19.554781
4098600,19.554781
4099500,19.554781
4100400,19.554781
4101300,19.554781
4102200,16.250318
4103100,16.250318
4104000,16.250318
4104900,16.250318
4105800,13.12443
4106700,13.12443
4107600,13.12443
4108500,7.388537
4109400,2.307419
4110300,0
4111200,0
4112100,0
4113000,0
4113900,0
4114800,0
4115700,0
4116600,0
4117500,0
4118400,0
4119300,0
4120200,0
4121100,0
4122000,0
4122900,0
4123800,0
4124700,0
4125600,0
4126500,0
4127400,0
4128300,0
4129200,0
4130100,0
4131000,0
4131900,0
4132800,0
4133700,0
4134600,0
4135500,0
4136400,0
4137300,0
4138200,0
4139100,0
4140000,0
4140900,0
4141800,0
4142700,0
4143600,0
4144500,0
4145400,0
4146300,0
4147200,0
4148100,0
4149000,0
4149900,0
4150800,0
4151700,0
4152600,0
4153500,0
4154400,0
4155300,0
4156200,0
4157100,0
4158000,0
4158900,0
4159800,0
4160700,0
4161600,0
4162500,0
4163400,0
4164300,0
4165200,0
4166100,0
4167000,0
4167900,0
4168800,0
4169700,0
4170600,0
4171500,0
4172400,0
4173300,0
4174200,0
4175100,0
4176000,0
4176900,0
4177800,0
4178700,0
4179600,0
4180500,0
4181400,2.307419
4182300,4.768612
4183200,7.388537
4184100,10.172157
4185000,10.172157
4185900,13.12443
4186800,13.12443
4187700,16.250318
4188600,16.250318
4189500,19.554781
4190400,19.554781
4191300,19.554781
4192200,23.042779
4193100,23.042779
4194000,23.042779
4194900,19.554781
4195800,19.554781
4196700,16.250318
4197600,16.250318
4198500,7.388537
4199400,0
4200300,0
4201200,0
4202100,0
4203000,0
4203900,0
4204800,0
4205700,0
4206600,0
4207500,0
4208400,0
4209300,0
4210200,0
4211100,0
4212000,0
4212900,0
4213800,0
4214700,0
4215600,0
4216500,0
4217400,0
4218300,0
4219200,0
4220100,0
4221000,0
4221900,0
4222800,0
4223700,0
4224600,0
4225500,0
4226400,0
4227300,0
4228200,0
4229100,0
4230000,0
4230900,0
4231800,0
4232700,0
4233600,0
4234500,0
4235400,0
4236300,0
4237200,0
4238100,0
4239000,0
4239900,0
4240800,0
4241700,0
4242600,0
4243500,0
4244400,0
4245300,0
4246200,0
4247100,0
4248000,0
4248900,0
4249800,0
4250700,0
4251600,0
4252500,0
4253400,0
4254300,0
4255200,0
4256100,0
4257000,0
4257900,0
4258800,0
4259700,0
4260600,0
4261500,0
4262400,0
4263300,0
4264200,0
4265100,0
4266000,0
4266900,2.307419
4267800,4.768612
4268700,4.768612
4269600,7.388537
4270500,10.172157
4271400,13.12443
4272300,16.250318
4273200,19.554781
4274100,19.554781
4275000,23.042779
4275900,26.719273
4276800,30.589223
4277700,30.589223
4278600,30.589223
4279500,30.589223
4280400,30.589223
4281300,26.719273
4282200,23.042779
4283100,23.042779
4284000,19.554781
4284900,10.172157
4285800,2.307419
4286700,0
4287600,0
4288500,0
4289400,0
4290300,0
4291200,0
4292100,0
4293000,0
4293900,0
4294800,0
4295700,0
4296600,0
4297500,0
4298400,0
4299300,0
4300200,0
4301100,0
4302000,0
4302900,0
4303800,0
4304700,0
4305600,0
4306500,0
4307400,0
4308300,0
4309200,0
4310100,0
4311000,0
4311900,0
4312800,0
4313700,0
4314600,0
4315500,0
4316400,0
4317300,0
4318200,0
4319100,0
4320000,0
4320900,0
4321800,0
4322700,0
4323600,0
4324500,0
4325400,0
4326300,0
4327200,0
4328100,0
4329000,0
4329900,0
4330800,0
4331700,0
4332600,0
4333500,0
4334400,0
4335300,0
4336200,0
4337100,0
4338000,0
4338900,0
4339800,0
4340700,0
4341600,0
4342500,0
4343400,0
4344300,0
4345200,0
4346100,0
4347000,0
4347900,0
4348800,0
4349700,0
4350600,0
4351500,0
4352400,0
4353300,0
4354200,0
4355100,0
4356000,0
4356900,0
4357800,0
4358700,0
4359600,0
4360500,0
4361400,0
4362300,0
4363200,0
4364100,0
4365000,0
4365900,0
4366800,0
4367700,0
4368600,0
4369500,0
4370400,0
4371300,0
4372200,0
4373100,0
4374000,0
4374900,0
4375800,0
4376700,0
4377600,0
4378500,0
4379400,0
4380300,0
4381200,0
4382100,0
4383000,0
4383900,0
4384800,0
4385700,0
4386600,0
4387500,0
4388400,0
4389300,0
4390200,0
4391100,0
4392000,0
4392900,0
4393800,0
4394700,0
4395600,0
4396500,0
4397400,0
4398300,0
4399200,0
4400100,0
4401000,0
4401900,0
4402800,0
4403700,0
4404600,0
4405500,0
4406400,0
4407300,0
4408200,0
4409100,0
4410000,0
4410900,0
4411800,0
4412700,0
4413600,0
4414500,0
4415400,0
4416300,0
4417200,0
4418100,0
4419000,0
4419900,0
4420800,0
4421700,0
4422600,0
4423500,0
4424400,0
4425300,0
4426200,0
4427100,0
4428000,0
4428900,0
4429800,0
4430700,0
4431600,0
4432500,0
4433400,0
4434300,0
4435200,0
4436100,0
4437000,0
4437900,0
4438800,0
4439700,0
4440600,0
4441500,0
4442400,0
4443300,0
4444200,0
4445100,0
4446000,0
4446900,0
4447800,0
4448700,0
4449600,0
4450500,2.307419
4451400,4.768612
4452300,7.388537
4453200,7.388537
4454100,7.388537
4455000,4.768612
4455900,4.768612
4456800,2.307419
4457700,0
4458600,0
4459500,0
4460400,0
4461300,0
4462200,0
4463100,0
4464000,0
4464900,0
4465800,0
4466700,0
4467600,0
4468500,0
4469400,0
4470300,0
4471200,0
4472100,0
4473000,0
4473900,0
4474800,0
4475700,0
4476600,0
4477500,0
4478400,0
4479300,0
4480200,0
4481100,0
4482000,0
4482900,0
4483800,0
4484700,0
4485600,0
4486500,0
4487400,0
4488300,0
4489200,0
4490100,0
4491000,0
4491900,0
4492800,0
4493700,0
4494600,0
4495500,0
4496400,0
4497300,0
4498200,0
4499100,0
4500000,0
4500900,0
4501800,0
4502700,0
4503600,0
4504500,0
4505400,0
4506300,0
4507200,0
4508100,0
4509000,0
4509900,0
4510800,0
4511700,0
4512600,0
4513500,0
4514400,0
4515300,0
4516200,0
4517100,0
4518000,0
4518900,0
4519800,0
4520700,0
4521600,0
4522500,0
4523400,0
4524300,0
4525200,0
4526100,0
4527000,0
4527900,0
4528800,0
4529700,0
4530600,0
4531500,0
4532400,0
4533300,2.307419
4534200,2.307419
4535100,2.307419
4536000,4.768612
4536900,4.768612
4537800,4.768612
4538700,4.768612
4539600,4.768612
4540500,4.768612
4541400,2.307419
4542300,2.307419
4543200,0
4544100,0
4545000,0
4545900,0
4546800,0
4547700,0
4548600,0
4549500,0
4550400,0
4551300,0
4552200,0
4553100,0
4554000,0
4554900,0
4555800,0
4556700,0
4557600,0
4558500,0
4559400,0
4560300,0
4561200,0
4562100,0
4563000,0
4563900,0
4564800,0
4565700,0
4566600,0
4567500,0
4568400,0
4569300,0
4570200,0
4571100,0
4572000,0
4572900,0
4573800,0
4574700,0
4575600,0
4576500,0
4577400,0
4578300,0
4579200,0
4580100,0
4581000,0
4581900,0
4582800,0
4583700,0
4584600,0
4585500,0
4586400,0
4587300,0
4588200,0
4589100,0
4590000,0
4590900,0
4591800,0
4592700,0
4593600,0
4594500,0
4595400,0
4596300,0
4597200,0
4598100,0
4599000,0
4599900,0
4600800,0
4601700,0
4602600,7.388537
4603500,16.250318
4604400,23.042779
4605300,26.719273
4606200,26.719273
4607100,26.719273
4608000,26.719273
4608900,30.589223
4609800,38.929333
4610700,43.409414
4611600,48.102793
4612500,48.102793
4613400,53.01443
4614300,53.01443
4615200,58.149286
4616100,53.01443
4617000,53.01443
4617900,53.01443
4618800,53.01443
4619700,53.01443
4620600,53.01443
4621500,48.102793
4622400,48.102793
4623300,48.102793
4624200,48.102793
4625100,48.102793
4626000,48.102793
4626900,43.409414
4627800,43.409414
4628700,38.929333
4629600,34.657589
4630500,26.719273
4631400,19.554781
4632300,10.172157
4633200,4.768612
4634100,0
4635000,0
4635900,0
4636800,0
4637700,0
4638600,0
4639500,0
4640400,0
4641300,0
4642200,0
4643100,4.768612
4644000,7.388537
4644900,10.172157
4645800,10.172157
4646700,10.172157
4647600,10.172157
4648500,10.172157
4649400,7.388537
4650300,4.768612
4651200,4.768612
4652100,4.768612
4653000,2.307419
4653900,2.307419
4654800,0
4655700,0
4656600,2.307419
4657500,2.307419
4658400,2.307419
4659300,2.307419
4660200,0
4661100,0
4662000,0
4662900,0
4663800,0
4664700,0
4665600,0
4666500,0
4667400,0
4668300,0
4669200,0
4670100,0
4671000,0
4671900,0
4672800,0
4673700,0
4674600,0
4675500,0
4676400,0
4677300,0
4678200,0
4679100,0
4680000,0
4680900,0
4681800,0
4682700,0
4683600,0
4684500,0
4685400,0
4686300,0
4687200,0
4688100,0
4689000,0
4689900,4.768612
4690800,10.172157
4691700,7.388537
4692600,7.388537
4693500,4.768612
4694400,4.768612
4695300,2.307419
4696200,2.307419
4697100,2.307419
4698000,0
4698900,0
4699800,0
4700700,0
4701600,0
4702500,0
4703400,0
4704300,0
4705200,0
4706100,0
4707000,0
4707900,0
4708800,0
4709700,0
4710600,0
4711500,0
4712400,0
4713300,0
4714200,0
4715100,0
4716000,0
4716900,0
4717800,0
4718700,0
4719600,0
4720500,0
4721400,0
4722300,0
4723200,0
4724100,0
4725000,0
4725900,0
4726800,0
4727700,0
4728600,0
4729500,0
4730400,0
4731300,0
4732200,0
4733100,0
4734000,0
4734900,0
4735800,0
4736700,0
4737600,0
4738500,0
4739400,0
4740300,0
4741200,0
4742100,0
4743000,0
4743900,0
4744800,0
4745700,0
4746600,0
4747500,0
4748400,0
4749300,0
4750200,0
4751100,0
4752000,0
4752900,0
4753800,0
4754700,0
4755600,0
4756500,0
4757400,0
4758300,0
4759200,0
4760100,0
4761000,0
4761900,0
4762800,0
4763700,0
4764600,0
4765500,0
4766400,0
4767300,0
4768200,0
4769100,0
4770000,0
4770900,0
4771800,0
4772700,0
4773600,0
4774500,0
4775400,0
4776300,0
4777200,0
4778100,0
4779000,0
4779900,0
4780800,0
4781700,0
4782600,0
4783500,0
4784400,0
4785300,0
4786200,0
4787100,0
4788000,0
4788900,0
4789800,0
4790700,0
4791600,0
4792500,0
4793400,0
4794300,0
4795200,0
4796100,0
4797000,0
4797900,0
4798800,0
4799700,0
4800600,0
4801500,0
4802400,0
4803300,0
4804200,0
4805100,0
4806000,0
4806900,0
4807800,0
4808700,0
4809600,0
4810500,0
4811400,0
4812300,0
4813200,0
4814100,0
4815000,0
4815900,0
4816800,0
4817700,0
4818600,0
4819500,0
4820400,0
4821300,0
4822200,0
4823100,0
4824000,0
4824900,0
4825800,0
4826700,0
4827600,0
4828500,0
4829400,0
4830300,0
4831200,0
4832100,0
4833000,0
4833900,0
4834800,0
4835700,0
4836600,0
4837500,0
4838400,0
4839300,0
4840200,0
4841100,0
4842000,0
4842900,0
4843800,0
4844700,0
4845600,0
4846500,0
4847400,0
4848300,0
4849200,0
4850100,0
4851000,0
4851900,0
4852800,0
4853700,0
4854600,0
4855500,0
4856400,0
4857300,0
4858200,0
4859100,0
4860000,0
4860900,0
4861800,0
4862700,0
4863600,0
4864500,0
4865400,0
4866300,0
4867200,0
4868100,0
4869000,0
4869900,0
4870800,0
4871700,0
4872600,0
4873500,0
4874400,0
4875300,0
4876200,0
4877100,0
4878000,0
4878900,0
4879800,0
4880700,0
4881600,0
4882500,0
4883400,0
4884300,0
4885200,0
4886100,0
4887000,0
4887900,0
4888800,0
4889700,0
4890600,0
4891500,0
4892400,0
4893300,0
4894200,0
4895100,0
4896000,0
4896900,0
4897800,0
4898700,0
4899600,0
4900500,0
4901400,0
4902300,0
4903200,0
4904100,0
4905000,0
4905900,0
4906800,0
4907700,0
4908600,0
4909500,0
4910400,0
4911300,0
4912200,0
4913100,0
4914000,0
4914900,0
4915800,0
4916700,0
4917600,0
4918500,0
4919400,0
4920300,0
4921200,0
4922100,0
4923000,0
4923900,0
4924800,0
4925700,0
4926600,0
4927500,0
4928400,0
4929300,0
4930200,0
4931100,0
4932000,0
4932900,0
4933800,0
4934700,0
4935600,0
4936500,0
4937400,0
4938300,0
4939200,0
4940100,0
4941000,0
4941900,0
4942800,0
4943700,0
4944600,0
4945500,0
4946400,0
4947300,0
4948200,0
4949100,0
4950000,0
4950900,0
4951800,0
4952700,0
4953600,0
4954500,0
4955400,0
4956300,0
4957200,0
4958100,0
4959000,0
4959900,0
4960800,0
4961700,0
4962600,0
4963500,0
4964400,0
4965300,0
4966200,0
4967100,0
4968000,0
4968900,0
4969800,0
4970700,0
4971600,0
4972500,0
